,latitude,longitude,frp
5035,-37.45071,148.13498,6.7
5036,-37.45071,148.81317,85.9
5037,-37.4507,147.91568,4.0
5038,-37.4507,148.72862,32.9
5039,-37.45063,148.85626,423.9
5040,-37.45057,148.08202,31.6
5041,-37.45051,148.78336,61.5
5042,-37.4505,148.80009,47.4
5043,-37.45044,148.69859,33.7
5044,-37.45042,148.23755,19.0
5045,-37.45039,148.88219,13.1
5046,-37.45038,148.82668,94.3
5047,-37.45033,148.18433,6.6
5048,-37.45031,148.77109,40.8
5049,-37.45029,148.75348,29.1
5050,-37.45026,148.90897,5.5
5051,-37.45023,148.10558,6.6
5052,-37.45015,148.66855,6.3
5053,-37.4501,148.20885,11.1
5054,-37.45007,148.72375,30.0
5055,-37.45007,148.80809,85.9
5056,-37.45006,148.13023,5.9
5057,-37.45001,148.85156,196.7
5058,-37.44994,148.07744,31.6
5059,-37.44991,148.77873,61.5
5060,-37.44986,148.79523,47.4
5061,-37.4498,148.69373,27.8
5062,-37.44978,148.23285,19.0
5063,-37.4497,148.1797,5.8
5064,-37.4497,148.87691,13.1
5065,-37.44967,148.76622,40.8
5066,-37.44966,148.74857,29.1
5067,-37.44964,148.82114,131.8
5068,-37.44959,148.10088,6.7
5069,-37.44957,148.90369,6.0
5070,-37.44953,148.66374,5.7
5071,-37.44945,148.71893,30.0
5072,-37.44943,148.80312,55.2
5073,-37.44941,148.12549,5.9
5074,-37.4494,148.84686,196.7
5075,-37.4493,148.77397,46.1
5076,-37.4493,148.9295,4.0
5077,-37.44924,148.79051,63.0
5078,-37.44918,148.68889,27.8
5079,-37.44914,148.22812,63.0
5080,-37.44903,148.7437,25.6
5081,-37.44901,148.76126,27.7
5082,-37.44901,148.87164,25.7
5083,-37.44896,148.09625,6.7
5084,-37.44896,148.81589,131.8
5085,-37.44889,148.89847,6.0
5086,-37.44883,148.71411,23.0
5087,-37.44881,147.90189,6.9
5088,-37.4488,148.79819,55.2
5089,-37.4488,148.84224,132.3
5090,-37.44876,148.12076,5.1
5091,-37.44868,148.76915,46.1
5092,-37.44866,148.92459,4.0
5093,-37.44863,148.78587,63.0
5094,-37.44859,148.14549,4.2
5095,-37.44854,148.68396,18.5
5096,-37.44853,147.92575,2.2
5097,-37.44852,148.22353,63.0
5098,-37.4484,148.7388,25.6
5099,-37.44834,148.09169,8.1
5100,-37.44834,148.95015,8.2
5101,-37.44833,148.86652,25.7
5102,-37.44832,148.75609,27.7
5103,-37.44828,148.81079,103.4
5104,-37.44822,148.24768,3.0
5105,-37.44821,148.8933,7.6
5106,-37.4482,148.70924,23.0
5107,-37.4482,148.83768,132.3
5108,-37.44818,148.7934,55.9
5109,-37.44809,148.11588,5.1
5110,-37.44805,148.76425,29.1
5111,-37.44802,148.78128,67.6
5112,-37.44802,148.91972,4.0
5113,-37.44792,148.14062,6.7
5114,-37.44791,148.67905,18.5
5115,-37.4479,148.21896,5.0
5116,-37.44777,148.73395,32.9
5117,-37.44772,148.08719,8.1
5118,-37.44772,148.94533,4.9
5119,-37.44768,148.86151,247.2
5120,-37.44766,148.7511,29.1
5121,-37.44762,148.80577,103.4
5122,-37.44759,148.24298,3.0
5123,-37.44758,148.78873,55.9
5124,-37.44756,148.70428,24.8
5125,-37.44754,148.83264,94.3
5126,-37.44753,148.88811,7.6
5127,-37.44743,148.11101,6.5
5128,-37.44741,148.77657,67.6
5129,-37.4474,148.75914,29.1
5130,-37.44738,148.91478,4.5
5131,-37.44727,148.21431,5.0
5132,-37.44727,148.67419,6.3
5133,-37.44726,148.13577,6.7
5134,-37.44715,148.72913,32.9
5135,-37.4471,148.08267,31.6
5136,-37.44707,148.9404,4.9
5137,-37.44706,148.85675,247.2
5138,-37.44702,148.74622,29.1
5139,-37.44698,148.78412,61.5
5140,-37.44696,148.80083,56.7
5141,-37.44693,148.69939,24.8
5142,-37.44686,148.18506,6.6
5143,-37.44685,148.88295,13.1
5144,-37.44684,148.82736,94.3
5145,-37.44677,148.10622,6.5
5146,-37.44677,148.77176,40.8
5147,-37.44674,148.75397,31.9
5148,-37.44671,148.90961,4.5
5149,-37.44664,148.66934,6.3
5150,-37.44663,148.20959,9.0
5151,-37.4466,148.13095,5.9
5152,-37.44653,148.72429,30.0
5153,-37.44648,148.07812,31.6
5154,-37.44645,148.85205,643.4
5155,-37.44641,148.9353,4.0
5156,-37.44638,148.77945,61.5
5157,-37.44637,148.74135,21.5
5158,-37.44632,148.79596,56.7
5159,-37.4463,148.23354,19.0
5160,-37.44629,148.69452,27.4
5161,-37.44623,148.18039,5.8
5162,-37.44617,148.8777,13.1
5163,-37.44613,148.76685,40.8
5164,-37.44612,148.1015,5.4
5165,-37.44611,148.74905,31.9
5166,-37.44611,148.82181,131.8
5167,-37.44609,148.96094,2.4
5168,-37.44602,148.66452,5.7
5169,-37.44602,148.90434,5.5
5170,-37.44595,148.12621,5.9
5171,-37.4459,148.71948,30.0
5172,-37.44583,148.84737,643.4
5173,-37.44577,148.77466,46.1
5174,-37.44575,148.93021,4.0
5175,-37.44572,148.73647,21.5
5176,-37.44571,148.79128,47.4
5177,-37.44566,148.22878,63.0
5178,-37.44566,148.68967,27.4
5179,-37.44549,148.09691,5.4
5180,-37.44548,148.74419,22.9
5181,-37.44547,148.76184,27.7
5182,-37.44547,148.87242,25.7
5183,-37.44543,148.95584,2.3
5184,-37.44542,148.81664,131.8
5185,-37.44534,148.89915,5.5
5186,-37.4453,148.12144,5.1
5187,-37.4453,148.71478,23.0
5188,-37.44524,148.84282,166.3
5189,-37.44515,148.14639,6.5
5190,-37.44514,148.76981,46.1
5191,-37.44511,148.78665,47.4
5192,-37.4451,148.92525,4.0
5193,-37.44509,148.73167,25.3
5194,-37.44504,148.22418,63.0
5195,-37.44503,148.68478,14.1
5196,-37.44487,148.09233,6.3
5197,-37.44485,148.73929,22.9
5198,-37.44479,148.8672,25.7
5199,-37.44479,148.95091,2.3
5200,-37.44477,148.75662,27.7
5201,-37.44475,148.81154,103.4
5202,-37.44467,148.19514,6.0
5203,-37.44466,148.70992,23.0
5204,-37.44466,148.89397,5.4
5205,-37.44464,148.83824,166.3
5206,-37.44463,148.11659,5.1
5207,-37.4445,148.76482,29.1
5208,-37.4445,148.782,54.4
5209,-37.44447,148.14142,4.9
5210,-37.44447,148.92038,4.0
5211,-37.44446,148.72688,25.3
5212,-37.4444,148.67989,14.1
5213,-37.44425,148.08781,6.3
5214,-37.44423,148.73445,25.4
5215,-37.44413,148.86215,247.2
5216,-37.4441,148.75157,29.1
5217,-37.44409,148.80652,103.4
5218,-37.44403,148.19046,4.4
5219,-37.44403,148.705,24.8
5220,-37.444,148.83333,49.4
5221,-37.44399,148.88884,5.4
5222,-37.44397,148.11174,6.5
5223,-37.44387,148.77724,54.4
5224,-37.44385,148.75966,29.1
5225,-37.44383,148.91544,4.5
5226,-37.44382,148.72206,26.7
5227,-37.4438,148.13647,4.9
5228,-37.4438,148.21503,5.0
5229,-37.44377,148.675,6.3
5230,-37.44363,148.08324,13.7
5231,-37.44361,148.72969,25.4
5232,-37.44351,148.85741,247.2
5233,-37.44351,148.94102,9.9
5234,-37.44346,148.74673,29.1
5235,-37.44344,148.80157,56.7
5236,-37.4434,148.7001,24.8
5237,-37.44339,148.18578,4.4
5238,-37.44332,148.82814,49.4
5239,-37.44332,148.88368,6.5
5240,-37.44331,148.10695,6.5
5241,-37.44324,148.77242,38.5
5242,-37.44319,148.7173,26.7
5243,-37.44319,148.7545,31.9
5244,-37.44316,148.21028,9.0
5245,-37.44316,148.91035,4.5
5246,-37.44314,148.13168,5.9
5247,-37.44313,148.67012,6.3
5248,-37.443,148.07867,13.7
5249,-37.44299,148.72487,28.0
5250,-37.4429,148.85274,643.4
5251,-37.44285,148.93593,3.0
5252,-37.44283,148.23421,3.5
5253,-37.44281,148.74187,21.5
5254,-37.44279,148.79666,56.7
5255,-37.44277,148.69525,27.4
5256,-37.44276,148.18111,6.2
5257,-37.44267,148.10225,5.4
5258,-37.44263,148.87846,6.5
5259,-37.4426,148.82274,60.2
5260,-37.44258,148.76746,38.5
5261,-37.44256,148.71251,21.9
5262,-37.44256,148.74959,31.9
5263,-37.44253,148.96161,2.4
5264,-37.44249,148.12691,5.9
5265,-37.44248,148.90514,5.5
5266,-37.44237,148.07408,31.7
5267,-37.44237,148.72008,28.0
5268,-37.4423,148.8481,643.4
5269,-37.44218,148.22945,5.3
5270,-37.44218,148.73701,21.5
5271,-37.44218,148.79199,47.4
5272,-37.44218,148.93085,3.0
5273,-37.44215,148.69041,27.4
5274,-37.44204,148.09766,5.4
5275,-37.44195,148.87321,9.6
5276,-37.44193,148.74472,22.9
5277,-37.44191,148.70764,21.9
5278,-37.44191,148.81746,60.2
5279,-37.4419,148.7623,29.1
5280,-37.44187,148.9565,2.3
5281,-37.44184,148.12216,7.8
5282,-37.4418,148.8999,5.5
5283,-37.44175,148.06953,31.7
5284,-37.44175,148.71529,21.6
5285,-37.4417,148.84352,166.3
5286,-37.44158,148.78738,47.4
5287,-37.44157,148.22487,5.3
5288,-37.44155,148.73224,25.3
5289,-37.44155,148.92593,3.3
5290,-37.44152,148.68556,14.1
5291,-37.44143,147.7267,69.8
5292,-37.44141,148.09306,6.3
5293,-37.4413,148.73985,22.9
5294,-37.44127,148.70277,30.3
5295,-37.44127,148.86803,9.6
5296,-37.44123,148.81232,171.1
5297,-37.44123,148.95154,2.3
5298,-37.44121,148.75714,29.1
5299,-37.4412,148.19589,6.0
5300,-37.44118,148.11734,7.8
5301,-37.44113,148.71046,21.6
5302,-37.44112,148.8947,5.4
5303,-37.4411,148.83896,166.3
5304,-37.44101,148.14215,4.9
5305,-37.44096,148.7827,54.4
5306,-37.44092,148.92108,3.3
5307,-37.44091,148.72746,25.3
5308,-37.44089,148.68068,14.1
5309,-37.44077,148.08841,6.3
5310,-37.44069,148.73505,25.4
5311,-37.44064,148.54039,5.2
5312,-37.44062,148.69794,30.3
5313,-37.44059,148.86285,24.4
5314,-37.44057,148.19121,4.4
5315,-37.44057,148.8073,171.1
5316,-37.44055,148.75214,38.9
5317,-37.44051,148.11247,5.6
5318,-37.4405,148.70561,31.0
5319,-37.44046,148.83408,49.4
5320,-37.44045,148.88959,5.4
5321,-37.44034,148.77792,54.4
5322,-37.44033,148.13713,4.9
5323,-37.44028,148.72264,26.7
5324,-37.44027,148.91611,4.0
5325,-37.44025,148.6758,6.3
5326,-37.44014,148.0838,13.7
5327,-37.44007,148.73027,25.4
5328,-37.43999,148.23964,3.5
5329,-37.43999,148.69313,23.8
5330,-37.43997,148.85811,24.4
5331,-37.43993,148.18652,4.4
5332,-37.43993,148.37221,2.1
5333,-37.43991,148.74725,38.9
5334,-37.43991,148.80232,41.9
5335,-37.43988,147.71271,33.0
5336,-37.43987,148.70074,31.0
5337,-37.43986,148.10773,5.6
5338,-37.4398,148.82898,49.4
5339,-37.43978,148.88443,6.5
5340,-37.4397,148.77307,38.5
5341,-37.43967,148.13235,5.9
5342,-37.43964,148.71783,26.7
5343,-37.43962,148.6709,6.3
5344,-37.43961,148.91103,4.0
5345,-37.43951,148.07919,13.7
5346,-37.43945,148.72546,28.0
5347,-37.43937,148.85349,583.5
5348,-37.43935,148.23486,3.5
5349,-37.43935,148.68829,23.8
5350,-37.43929,148.18181,6.2
5351,-37.43927,148.7424,39.8
5352,-37.43927,148.79741,41.9
5353,-37.43927,148.93645,3.0
5354,-37.43925,148.69595,27.9
5355,-37.43922,148.10303,4.6
5356,-37.4391,148.82365,60.2
5357,-37.43909,148.8792,6.5
5358,-37.43904,148.76805,38.5
5359,-37.43903,148.12762,5.9
5360,-37.43901,148.71304,21.9
5361,-37.43897,148.96228,1.9
5362,-37.43894,148.90587,4.6
5363,-37.4389,148.07465,31.7
5364,-37.43883,148.72064,28.0
5365,-37.43877,148.84886,583.5
5366,-37.43871,148.23016,5.3
5367,-37.43871,148.68347,16.3
5368,-37.43866,147.72154,94.3
5369,-37.43865,148.79269,43.4
5370,-37.43863,148.69115,27.9
5371,-37.43863,148.73759,39.8
5372,-37.43862,148.93143,3.0
5373,-37.43859,148.09845,4.6
5374,-37.43842,148.87405,9.6
5375,-37.4384,148.81834,60.2
5376,-37.43838,148.12288,7.8
5377,-37.43837,148.70824,21.9
5378,-37.43834,148.7628,29.1
5379,-37.43831,148.95718,2.4
5380,-37.43828,148.07016,31.7
5381,-37.43826,148.90063,4.6
5382,-37.43821,148.71584,21.6
5383,-37.43817,148.84427,280.1
5384,-37.43806,148.6786,16.3
5385,-37.43805,148.7881,43.4
5386,-37.43804,147.72601,69.8
5387,-37.438,148.68633,18.8
5388,-37.438,148.73283,30.5
5389,-37.438,148.92659,3.3
5390,-37.43796,148.09381,5.1
5391,-37.43774,148.19664,9.3
5392,-37.43774,148.86891,9.6
5393,-37.43773,148.11807,7.8
5394,-37.43773,148.70341,30.3
5395,-37.43771,148.81314,171.1
5396,-37.43766,148.75768,29.1
5397,-37.43765,148.9521,2.4
5398,-37.43759,148.71104,21.6
5399,-37.43758,148.89543,4.3
5400,-37.43756,148.1429,2.1
5401,-37.43756,148.83958,280.1
5402,-37.43743,148.78339,36.6
5403,-37.4374,148.67369,5.2
5404,-37.43738,148.68147,18.8
5405,-37.43738,148.72809,30.5
5406,-37.43736,148.92174,3.3
5407,-37.43732,148.08908,5.1
5408,-37.43714,148.54108,5.2
5409,-37.4371,148.19196,4.1
5410,-37.4371,148.69861,30.3
5411,-37.43706,148.11324,5.6
5412,-37.43706,148.86369,24.4
5413,-37.43704,148.80807,171.1
5414,-37.437,148.75272,38.9
5415,-37.43696,148.70624,31.0
5416,-37.43693,148.83476,22.5
5417,-37.43691,148.89035,4.3
5418,-37.43687,148.13786,2.1
5419,-37.4368,148.77861,36.6
5420,-37.43675,148.66876,5.2
5421,-37.43674,148.67656,6.8
5422,-37.43674,148.72328,18.9
5423,-37.43672,148.91679,4.0
5424,-37.43668,148.08446,4.5
5425,-37.4365,147.71194,348.2
5426,-37.43649,148.53613,10.4
5427,-37.43647,148.18726,4.1
5428,-37.43647,148.69382,23.8
5429,-37.43645,148.37299,2.1
5430,-37.43643,148.85884,24.4
5431,-37.43641,148.10851,5.6
5432,-37.43639,148.80307,41.9
5433,-37.43636,148.74785,38.9
5434,-37.43634,148.70145,31.0
5435,-37.43627,148.82976,22.5
5436,-37.43624,148.88521,4.6
5437,-37.43621,148.13304,4.7
5438,-37.43616,148.77374,40.1
5439,-37.43611,148.71849,18.9
5440,-37.4361,148.67159,6.8
5441,-37.43606,148.91171,4.0
5442,-37.43605,148.07986,4.5
5443,-37.43589,147.71638,354.1
5444,-37.43583,148.68901,23.8
5445,-37.43582,148.18248,4.8
5446,-37.43582,148.85414,583.5
5447,-37.43578,148.10382,4.6
5448,-37.43573,148.69664,27.9
5449,-37.43573,148.74306,39.8
5450,-37.43573,148.7981,41.9
5451,-37.43569,148.93697,3.7
5452,-37.4356,147.85693,5.0
5453,-37.43559,148.82457,6.7
5454,-37.43557,148.12834,4.7
5455,-37.43557,148.88005,4.6
5456,-37.43549,148.76869,40.1
5457,-37.43548,148.7137,17.9
5458,-37.43544,148.07536,12.2
5459,-37.43539,148.90656,4.6
5460,-37.43539,148.96283,1.9
5461,-37.43527,147.72081,354.1
5462,-37.43524,148.23087,9.9
5463,-37.43522,148.84949,583.5
5464,-37.43519,148.68419,16.3
5465,-37.43517,148.17769,4.8
5466,-37.43515,148.09926,4.6
5467,-37.43511,148.79337,43.4
5468,-37.4351,148.69183,27.9
5469,-37.4351,148.73828,39.8
5470,-37.43505,148.93202,3.7
5471,-37.43492,148.12358,7.4
5472,-37.43491,147.7486,37.0
5473,-37.43491,148.87497,5.2
5474,-37.4349,148.81935,6.7
5475,-37.43484,148.70892,17.9
5476,-37.43483,148.07086,12.2
5477,-37.4348,148.76343,44.0
5478,-37.43473,148.9577,2.4
5479,-37.43472,148.90141,4.6
5480,-37.43461,148.84483,280.1
5481,-37.43454,148.67934,16.3
5482,-37.43452,148.09465,5.1
5483,-37.43451,148.78876,43.4
5484,-37.43448,148.68701,18.8
5485,-37.43448,148.73355,30.5
5486,-37.43443,148.9272,3.5
5487,-37.43427,147.75327,74.4
5488,-37.43427,148.19736,9.3
5489,-37.43426,148.11877,7.4
5490,-37.43424,148.86986,5.2
5491,-37.43421,148.70412,30.8
5492,-37.43421,148.81409,12.6
5493,-37.4342,148.06631,43.5
5494,-37.43412,148.75832,44.0
5495,-37.4341,148.14368,2.1
5496,-37.43408,148.95262,2.4
5497,-37.43406,148.89632,4.3
5498,-37.434,148.84015,280.1
5499,-37.4339,148.78406,36.6
5500,-37.43388,148.08994,5.1
5501,-37.43388,148.67435,5.2
5502,-37.43386,148.68217,18.8
5503,-37.43386,148.72885,30.5
5504,-37.43381,148.92239,3.5
5505,-37.43363,148.19264,4.1
5506,-37.43361,148.11397,5.3
5507,-37.43357,148.69933,30.8
5508,-37.43356,148.86464,7.2
5509,-37.43353,148.8089,12.6
5510,-37.43346,148.75333,53.9
5511,-37.43341,148.13863,2.1
5512,-37.4334,148.89125,4.3
5513,-37.43337,148.83537,22.5
5514,-37.43327,148.77928,36.6
5515,-37.43324,148.08527,4.5
5516,-37.43323,148.72404,18.9
5517,-37.43322,148.67726,6.8
5518,-37.43321,148.66936,5.2
5519,-37.43317,148.91747,3.7
5520,-37.43312,147.71114,348.2
5521,-37.433,148.18793,4.1
5522,-37.43298,148.53676,3.8
5523,-37.43296,148.10927,5.3
5524,-37.43294,148.69453,23.7
5525,-37.43291,148.85963,7.2
5526,-37.43285,148.8038,54.5
5527,-37.43283,148.74857,53.9
5528,-37.43276,148.1338,4.7
5529,-37.43273,148.83046,22.5
5530,-37.43273,148.88614,4.6
5531,-37.43263,148.77441,40.1
5532,-37.43261,148.08067,4.5
5533,-37.43259,148.71924,18.9
5534,-37.43258,148.67224,6.8
5535,-37.4325,147.71559,354.1
5536,-37.4325,148.91232,3.7
5537,-37.43235,148.18312,4.8
5538,-37.43234,148.10466,4.3
5539,-37.43233,148.53186,3.8
5540,-37.4323,148.68973,23.7
5541,-37.43227,148.85475,17.4
5542,-37.43221,148.7438,33.4
5543,-37.4322,148.7988,54.5
5544,-37.43216,147.74332,18.8
5545,-37.43211,148.12904,4.7
5546,-37.43208,148.82544,6.7
5547,-37.43206,148.88103,4.6
5548,-37.43199,148.07613,12.2
5549,-37.43197,147.61794,7.9
5550,-37.43197,148.71449,17.9
5551,-37.43197,148.76941,40.1
5552,-37.43188,147.72005,354.1
5553,-37.43183,148.90717,3.4
5554,-37.43179,147.94589,2.7
5555,-37.43171,148.10008,4.3
5556,-37.43169,148.17828,4.8
5557,-37.43166,148.68488,17.0
5558,-37.43165,148.84999,17.4
5559,-37.43158,148.73904,33.4
5560,-37.43157,148.79398,51.4
5561,-37.43153,147.74788,18.8
5562,-37.43148,148.93257,3.7
5563,-37.43145,148.12427,7.4
5564,-37.43142,148.82042,6.7
5565,-37.4314,148.87593,5.2
5566,-37.43137,148.07158,12.2
5567,-37.43133,148.70969,17.9
5568,-37.43127,148.76413,44.0
5569,-37.43117,148.90211,3.4
5570,-37.43116,147.86496,1.9
5571,-37.43116,148.95822,2.3
5572,-37.43108,148.09547,4.3
5573,-37.43103,148.84529,26.5
5574,-37.43102,148.68002,17.0
5575,-37.43097,148.7894,51.4
5576,-37.43096,148.73433,23.3
5577,-37.43095,147.96539,5.0
5578,-37.43088,147.75256,47.2
5579,-37.43087,148.92781,3.5
5580,-37.4308,148.11946,7.4
5581,-37.43074,148.06702,43.5
5582,-37.43073,148.87083,5.2
5583,-37.43071,148.81508,12.6
5584,-37.43069,148.70485,30.8
5585,-37.43066,148.1445,1.8
5586,-37.43059,148.75897,44.0
5587,-37.43053,148.89719,3.6
5588,-37.43051,147.86032,1.9
5589,-37.4305,148.95316,2.3
5590,-37.43044,148.09079,4.3
5591,-37.43044,148.84065,26.5
5592,-37.43036,148.67503,8.6
5593,-37.43036,148.78473,33.4
5594,-37.43034,148.72961,23.3
5595,-37.4303,147.96071,4.7
5596,-37.43027,148.92316,3.5
5597,-37.43015,148.11467,5.3
5598,-37.43005,148.70003,30.8
5599,-37.43005,148.86563,7.2
5600,-37.43002,148.8098,12.6
5601,-37.42997,148.13945,1.8
5602,-37.42992,148.75397,53.9
5603,-37.42988,148.89217,3.6
5604,-37.42981,148.08612,4.1
5605,-37.42981,148.83591,6.4
5606,-37.42974,147.71034,195.2
5607,-37.42973,148.77995,33.4
5608,-37.42971,148.72481,22.6
5609,-37.42968,148.66997,8.6
5610,-37.42962,148.91818,3.7
5611,-37.42953,148.1886,12.5
5612,-37.42951,148.11002,5.3
5613,-37.42946,148.53738,3.8
5614,-37.42942,148.69522,23.7
5615,-37.42938,148.86047,7.2
5616,-37.42932,148.8045,54.5
5617,-37.42931,148.1346,3.3
5618,-37.42931,148.74924,53.9
5619,-37.42921,148.88702,3.8
5620,-37.42918,148.34534,3.0
5621,-37.42918,148.83109,6.4
5622,-37.42917,148.08153,4.1
5623,-37.42912,147.71483,49.5
5624,-37.42909,148.77507,33.2
5625,-37.42907,148.71997,22.6
5626,-37.42899,147.95126,2.7
5627,-37.42895,148.91298,3.7
5628,-37.42889,148.10548,4.3
5629,-37.42887,148.18379,7.1
5630,-37.42882,148.5325,3.8
5631,-37.42878,148.6904,23.7
5632,-37.42877,147.7426,18.8
5633,-37.42873,148.85544,17.4
5634,-37.42869,148.74458,33.4
5635,-37.42867,148.79953,54.5
5636,-37.42865,148.12978,3.3
5637,-37.42855,148.07693,5.7
5638,-37.42855,148.8262,3.4
5639,-37.42855,148.8819,3.8
5640,-37.42849,147.71935,49.5
5641,-37.42844,148.71521,21.6
5642,-37.42843,148.7701,33.2
5643,-37.42835,147.94667,2.7
5644,-37.42828,148.90788,3.4
5645,-37.42827,148.10091,4.3
5646,-37.42821,148.17889,7.1
5647,-37.42819,148.52766,8.7
5648,-37.42814,147.74713,18.8
5649,-37.42814,147.97075,2.6
5650,-37.42814,148.68556,17.0
5651,-37.42809,148.85054,17.4
5652,-37.42807,148.73981,33.4
5653,-37.42802,148.79462,51.4
5654,-37.428,148.12497,7.1
5655,-37.42798,147.80138,6.0
5656,-37.42793,148.07236,5.7
5657,-37.4279,148.82127,3.4
5658,-37.42781,148.71039,21.6
5659,-37.42774,147.86578,5.7
5660,-37.42774,148.76485,30.8
5661,-37.42764,148.09633,4.3
5662,-37.42763,148.90282,3.4
5663,-37.42756,148.52286,8.7
5664,-37.4275,147.75182,47.2
5665,-37.4275,147.96611,2.6
5666,-37.4275,148.68073,17.0
5667,-37.42747,148.84581,26.5
5668,-37.42744,148.25241,2.9
5669,-37.42744,148.73508,23.3
5670,-37.42743,148.79001,51.4
5671,-37.42734,148.12013,7.1
5672,-37.4273,148.92841,3.9
5673,-37.42729,148.06775,32.2
5674,-37.42722,148.81609,3.5
5675,-37.42722,148.87175,13.2
5676,-37.42721,148.14531,1.8
5677,-37.42717,148.70555,21.9
5678,-37.42706,148.75966,30.8
5679,-37.42701,148.09166,4.3
5680,-37.42699,148.89792,3.6
5681,-37.42698,147.70508,195.2
5682,-37.42692,148.95367,2.3
5683,-37.42686,148.84113,26.5
5684,-37.42684,148.67578,8.6
5685,-37.42682,148.73033,23.3
5686,-37.42682,148.78534,33.4
5687,-37.4268,148.2476,2.9
5688,-37.4267,148.92372,3.9
5689,-37.42669,148.11539,4.6
5690,-37.42655,148.86661,5.3
5691,-37.42653,148.1403,1.8
5692,-37.42653,148.70073,21.9
5693,-37.42653,148.81079,3.5
5694,-37.42649,147.78424,102.7
5695,-37.42638,148.75456,31.7
5696,-37.42637,148.08701,4.1
5697,-37.42635,147.70959,195.2
5698,-37.42633,148.89285,3.6
5699,-37.42627,148.94864,10.1
5700,-37.42625,148.83641,6.4
5701,-37.4262,148.78061,33.4
5702,-37.42617,148.67073,8.6
5703,-37.42617,148.72543,22.6
5704,-37.42615,147.80386,3.1
5705,-37.42607,148.91885,3.5
5706,-37.42606,148.11073,4.6
5707,-37.42605,148.18927,12.5
5708,-37.42596,148.53807,6.8
5709,-37.42589,148.69588,23.1
5710,-37.42588,148.86143,5.3
5711,-37.42586,148.13539,3.3
5712,-37.42583,148.80553,21.9
5713,-37.42577,148.74989,31.7
5714,-37.42574,148.08234,4.1
5715,-37.42572,147.71413,49.5
5716,-37.42566,148.88768,3.8
5717,-37.42562,148.8316,6.4
5718,-37.42555,147.95203,3.3
5719,-37.42555,148.77573,33.2
5720,-37.42552,148.7205,22.6
5721,-37.42545,148.10623,4.9
5722,-37.42542,148.9138,3.5
5723,-37.4254,148.18443,7.1
5724,-37.42532,148.53325,6.8
5725,-37.42525,148.6911,23.1
5726,-37.4252,148.13057,3.3
5727,-37.42519,148.85619,4.5
5728,-37.42517,148.74529,24.6
5729,-37.42515,148.80032,21.9
5730,-37.4251,148.0777,5.7
5731,-37.42506,148.34123,2.0
5732,-37.425,148.8268,3.4
5733,-37.425,148.8826,3.8
5734,-37.4249,148.77071,33.2
5735,-37.42489,148.71571,21.6
5736,-37.42483,148.10168,4.9
5737,-37.42475,147.74643,65.4
5738,-37.42475,148.90869,4.0
5739,-37.42474,148.17958,7.1
5740,-37.4247,148.52844,8.5
5741,-37.42463,148.68629,18.9
5742,-37.42455,148.74057,24.6
5743,-37.42454,148.12573,7.1
5744,-37.42454,148.85117,4.5
5745,-37.42449,148.7953,67.4
5746,-37.42447,148.0731,5.7
5747,-37.42441,148.33638,2.0
5748,-37.42437,148.82198,3.4
5749,-37.42426,148.71097,21.6
5750,-37.42421,148.09715,5.0
5751,-37.42421,148.76556,30.8
5752,-37.42409,148.90359,4.0
5753,-37.42407,148.52367,8.5
5754,-37.42398,148.68144,18.9
5755,-37.42392,148.73579,18.5
5756,-37.42391,148.84636,4.5
5757,-37.42388,148.12086,7.1
5758,-37.42388,148.79059,67.4
5759,-37.42384,148.06848,32.2
5760,-37.42377,148.33162,2.8
5761,-37.42372,147.7791,102.7
5762,-37.42371,148.81699,3.5
5763,-37.42363,148.70618,21.9
5764,-37.42358,148.09253,5.0
5765,-37.42353,148.76041,30.8
5766,-37.42344,148.51888,5.3
5767,-37.42344,148.89856,3.9
5768,-37.42335,148.95422,2.0
5769,-37.42333,148.67656,11.7
5770,-37.4233,148.84161,4.5
5771,-37.42328,148.73097,18.5
5772,-37.42327,148.78593,33.2
5773,-37.42323,148.11609,4.6
5774,-37.4232,147.73244,39.7
5775,-37.42314,148.92433,3.9
5776,-37.42304,148.81183,3.5
5777,-37.423,148.70139,21.9
5778,-37.42296,147.70885,18.1
5779,-37.42294,148.08788,3.4
5780,-37.42286,148.75526,31.7
5781,-37.42278,148.89348,3.9
5782,-37.42273,147.80461,3.1
5783,-37.42269,148.94911,2.3
5784,-37.42268,148.83685,3.8
5785,-37.42267,148.67157,11.7
5786,-37.42266,148.24339,2.5
5787,-37.42265,148.78125,33.2
5788,-37.42263,148.726,21.5
5789,-37.4226,148.11145,4.6
5790,-37.42258,148.18991,20.7
5791,-37.42255,148.05907,4.2
5792,-37.42252,148.91951,3.5
5793,-37.42245,148.53877,6.8
5794,-37.42242,148.13622,6.9
5795,-37.42238,148.86244,5.3
5796,-37.42236,148.69655,23.1
5797,-37.42235,148.80658,21.9
5798,-37.4223,148.08318,3.4
5799,-37.42225,148.34703,4.2
5800,-37.42224,148.75053,31.7
5801,-37.42207,147.79993,11.1
5802,-37.42206,148.83211,3.8
5803,-37.42203,148.94402,2.3
5804,-37.42202,148.77637,33.1
5805,-37.42199,148.10695,4.9
5806,-37.42199,148.23842,2.5
5807,-37.42199,148.66646,7.6
5808,-37.42197,148.72101,21.5
5809,-37.42192,148.1851,7.9
5810,-37.42191,148.05435,4.2
5811,-37.42188,148.91464,3.5
5812,-37.42183,148.534,6.8
